c,phase,n,duration,output_tps,ttft_ms,tpot_ms,e2el_ms,goodput,slo_pass,events,acceptance,start_wall,end_wall,telemetry_samples,rank0_running_max,rank0_running_mean,rank0_running_middle_mean,rank0_waiting_max,rank0_waiting_mean,rank0_waiting_middle_mean,rank0_kv_max,rank0_kv_mean,rank0_kv_middle_mean,rank0_prefix_cache_hits_total,rank0_prefix_cache_queries_total,rank0_request_prefill_kv_computed_tokens_sum,rank0_request_success_total,rank0_num_preemptions_total,rank0_acceptance,rank0_drafts,rank0_draft_tokens,rank0_accepted_tokens,rank0_drafts_per_request,rank0_accepted_tokens_per_request,rank0_accepted_over_output,rank1_running_max,rank1_running_mean,rank1_running_middle_mean,rank1_waiting_max,rank1_waiting_mean,rank1_waiting_middle_mean,rank1_kv_max,rank1_kv_mean,rank1_kv_middle_mean,rank1_prefix_cache_hits_total,rank1_prefix_cache_queries_total,rank1_request_prefill_kv_computed_tokens_sum,rank1_request_success_total,rank1_num_preemptions_total,rank1_acceptance,rank1_drafts,rank1_draft_tokens,rank1_accepted_tokens,rank1_drafts_per_request,rank1_accepted_tokens_per_request,rank1_accepted_over_output
80,round-2,320,113.77554960804991,2880.0564016507797,769.1035969761288,25.710020907747506,27070.454985601828,2.8125550797370895,1.0,0,0.43277840508796817,1790103875.6047113,1790103989.3760867,53,41.0,36.867924528301884,39.25,0.0,0.0,0.0,0.08740009402914906,0.0672077778073467,0.07115949694405266,2548224.0,2588672.0,40448.0,158.0,0.0,0.42672757539390654,51662.0,258310.0,110228.0,326.9746835443038,697.6455696202531,0.6812945015822784,41.0,37.37735849056604,39.75,0.0,0.0,0.0,0.08881053126469207,0.06792275416699932,0.07163405030559473,2612736.0,2654208.0,41472.0,162.0,0.0,0.43879511115388314,51955.0,259775.0,113988.0,320.7098765432099,703.6296296296297,0.6871383101851852
80,round-3,320,110.43294514599256,2967.2304724537266,783.0218993243761,25.506850195644095,26876.529649468284,2.8976860082555924,1.0,0,0.4387742180574902,1790104035.2695658,1790104145.699078,51,42.0,38.3921568627451,39.354838709677416,0.0,0.0,0.0,0.08692994828396805,0.06978530010970067,0.07208699212885025,2580480.0,2621440.0,40960.0,160.0,0.0,0.43704754318133243,51469.0,257345.0,112472.0,321.68125,702.95,0.686474609375,41.0,38.05882352941177,39.354838709677416,0.0,0.0,0.0,0.08834038551951107,0.06830756750278862,0.07082821481110757,2580480.0,2621440.0,40960.0,160.0,0.0,0.440510235974371,51192.0,255960.0,112753.0,319.95,704.70625,0.688189697265625
80,warmup,160,53.995599986985326,3034.3213158014855,1182.4071309725696,23.083099864855082,24796.418292719318,2.963204409962388,1.0,0,0.43639963507191804,1790103623.3714428,1790103677.3645508,25,41.0,35.6,39.733333333333334,0.0,0.0,0.0,0.07748001880582978,0.06403008932769158,0.07040589249333959,1290240.0,1310720.0,20480.0,80.0,0.0,0.42798268796200545,26109.0,130545.0,55871.0,326.3625,698.3875,0.68201904296875,40.0,34.72,39.333333333333336,0.0,0.0,0.0,0.07785613540197456,0.06326093088857544,0.07119573734524368,1290240.0,1310720.0,20480.0,80.0,0.0,0.4450488035264484,25408.0,127040.0,56539.0,317.6,706.7375,0.69017333984375
96,round-1,384,120.29726335592568,3268.702787000106,894.2967914056984,27.43234116682799,28957.58180507073,3.192092565429791,1.0,0,0.43272119126491493,1790104291.4969656,1790104411.7899373,56,50.0,44.660714285714285,46.85294117647059,0.0,0.0,0.0,0.09440526563234608,0.07938662771173349,0.0834923532177328,3064320.0,3112960.0,48640.0,190.0,0.0,0.4292525252525253,61875.0,309375.0,132800.0,325.6578947368421,698.9473684210526,0.6825657894736842,49.0,45.125,47.6764705882353,0.0,0.0,0.0,0.09788434414668545,0.08109090603801464,0.0860532647473658,3128832.0,3178496.0,49664.0,194.0,0.0,0.4361553354561019,62497.0,312485.0,136292.0,322.14948453608247,702.5360824742268,0.6860703930412371
96,round-2,384,117.62097732303664,3343.0771359777395,949.1663031931239,27.009077792575056,28579.45288499741,3.2647237656032613,1.0,0,0.43205539089295325,1790104461.057101,1790104578.6742682,55,49.0,45.27272727272727,47.45454545454545,0.0,0.0,0.0,0.09858956276445696,0.08129332820447066,0.08507500961661751,3096576.0,3145728.0,49152.0,192.0,0.0,0.4319258628720107,62263.0,311315.0,134465.0,324.2864583333333,700.3385416666666,0.6839243570963541,50.0,45.27272727272727,47.36363636363637,0.0,0.0,0.0,0.10394922425952047,0.08216523485916997,0.08601672579105583,3096576.0,3145728.0,49152.0,192.0,0.0,0.4321849792717807,62234.0,311170.0,134483.0,324.1354166666667,700.4322916666666,0.6840159098307291
96,round-3,384,120.44211103697307,3264.7717365173994,906.3661468241359,27.52886854630874,29068.398669697974,3.188253648942773,1.0,0,0.4316137576754826,1790104627.7242541,1790104748.1619658,55,50.0,46.38181818181818,47.666666666666664,0.0,0.0,0.0,0.10075223319228965,0.0830482540496645,0.08600105426621647,3128832.0,3178496.0,49664.0,194.0,0.0,0.43210532173691824,62893.0,314465.0,135882.0,324.19072164948454,700.4226804123712,0.6840065238402062,49.0,45.61818181818182,47.03030303030303,0.0,0.0,0.0,0.09590973201692521,0.08154977133820575,0.08456782208545255,3064320.0,3112960.0,48640.0,190.0,0.0,0.43111262400311223,61692.0,308460.0,132981.0,324.69473684210527,699.9,0.68349609375
96,warmup,192,58.526545650092885,3359.2961589676183,1431.7548286568733,25.440813555792502,27457.7070962326,3.280562655241815,1.0,0,0.43399777623797475,1790104183.280011,1790104241.80412,27,49.0,43.51851851851852,47.8235294117647,0.0,0.0,0.0,0.09252468265162195,0.07847777255393616,0.08449348709864764,1548288.0,1572864.0,24576.0,96.0,0.0,0.43472396992869355,30993.0,154965.0,67367.0,322.84375,701.7395833333334,0.6852925618489584,49.0,43.370370370370374,47.35294117647059,0.0,0.0,0.0,0.09304184297132112,0.07890961012728762,0.08457921955806301,1548288.0,1572864.0,24576.0,96.0,0.0,0.43327324233839815,31064.0,155320.0,67296.0,323.5833333333333,701.0,0.6845703125
128,round-1,512,136.07413350895513,3852.9585783876864,1006.6659796802924,31.345639871271516,33073.25556799106,3.762654861706725,1.0,0,0.43293677606177605,1790104914.8676567,1790105050.9383848,63,65.0,60.92063492063492,63.3421052631579,0.0,0.0,0.0,0.1372825575928538,0.10871709912612593,0.11395343082671418,4144896.0,4210688.0,65792.0,257.0,0.0,0.43363570741097207,83120.0,415600.0,180219.0,323.42412451361866,701.2412451361868,0.6848059034533074,65.0,60.6031746031746,62.8421052631579,0.0,0.0,0.0,0.12425952045133992,0.1070790516488683,0.11124638111498776,4112640.0,4177920.0,65280.0,255.0,0.0,0.43223378509196514,82640.0,413200.0,178599.0,324.078431372549,700.3882352941176,0.6839728860294118
128,round-2,512,139.17086656496394,3767.2252314047796,1164.4056721802372,31.599311776698563,33490.50161974287,3.67893089004373,1.0,0,0.4324005376182067,1790105108.2932675,1790105247.459764,65,65.0,59.15384615384615,62.82051282051282,0.0,0.0,0.0,0.1223789374706159,0.10433040396369028,0.11074946053789494,4096512.0,4161536.0,65024.0,254.0,0.0,0.43017904051714745,82607.0,413035.0,177679.0,325.2244094488189,699.5236220472441,0.6831285371555118,65.0,59.753846153846155,63.35897435897436,0.0,0.0,0.0,0.12538787023977438,0.1062825937579111,0.11285306137210228,4161024.0,4227072.0,66048.0,258.0,0.0,0.43460328892089783,83310.0,416550.0,181034.0,322.90697674418607,701.6821705426356,0.6852364946705426
128,round-3,512,137.41973542096093,3815.230748290534,990.2691802783465,31.067963837589033,32772.79618613193,3.7258112776274745,1.0,0,0.43360147842156754,1790105304.3414466,1790105441.7563071,64,65.0,58.90625,63.3421052631579,0.0,0.0,0.0,0.13624823695345556,0.10494387635166902,0.11347091282508104,4080384.0,4145152.0,64768.0,253.0,0.0,0.4329068177378394,81904.0,409520.0,177284.0,323.7312252964427,700.7272727272727,0.6843039772727273,66.0,59.671875,63.23684210526316,0.0,0.0,0.0,0.12407146215326748,0.10564909496944053,0.11220275653873753,4177152.0,4243456.0,66304.0,259.0,0.0,0.4342814120796386,83678.0,418390.0,181699.0,323.0810810810811,701.5405405405405,0.6850981841216216
128,warmup,256,68.15056915197056,3846.5416101726005,3603.331922299276,28.55113408955137,32811.14209591033,3.75638829118418,1.0,0,0.43334903211003634,1790104789.5001507,1790104857.6473618,31,64.0,57.45161290322581,62.89473684210526,0.0,0.0,0.0,0.32054536906441,0.10826849871847369,0.11024670279365549,2048256.0,2080768.0,32512.0,127.0,0.0,0.4349260578847186,40978.0,204890.0,89112.0,322.66141732283467,701.6692913385826,0.6852239173228346,65.0,58.67741935483871,63.73684210526316,0.0,0.0,0.0,0.32054536906441,0.11098017804874351,0.11215450473857423,2080512.0,2113536.0,33024.0,129.0,0.0,0.43180416437570224,41831.0,209155.0,90314.0,324.27131782945736,700.1085271317829,0.6836997335271318
144,round-1,576,146.49556681606919,4026.224225205031,1073.0194542296279,33.17264310147919,35008.63334704283,3.9113811595365444,0.9947916666666666,0,0.43393708908083023,1790105616.6800447,1790105763.171153,68,74.0,67.23529411764706,71.53658536585365,0.0,0.0,0.0,0.1410907381288199,0.11839376088940513,0.1265850218445767,4644864.0,4718592.0,73728.0,288.0,0.0,0.4323507034858178,93321.0,466605.0,201737.0,324.03125,700.4756944444445,0.6840582953559028,73.0,66.95588235294117,70.82926829268293,0.0,0.0,0.0,0.13986835919134932,0.1177051356508753,0.12504730124875296,4644864.0,4718592.0,73728.0,288.0,0.0,0.4355315734487921,92847.0,464235.0,202189.0,322.3854166666667,702.0451388888889,0.6855909559461806
144,round-2,576,144.90108791308012,4070.528444574618,1069.993821250844,33.06519114137976,34895.68435888233,3.9751254341549003,1.0,0,0.43473584002495574,1790105824.1846278,1790105969.080144,67,74.0,67.34328358208955,70.4,0.0,0.0,0.0,0.1386929948283968,0.11881004006764485,0.12408204043253408,4564224.0,4636672.0,72448.0,283.0,0.0,0.4304291570168858,91971.0,459855.0,197935.0,324.98586572438165,699.416961130742,0.6830243761042403,74.0,68.71641791044776,72.0,0.0,0.0,0.0,0.1439586271744241,0.12150671185679501,0.12728138222849084,4725504.0,4800512.0,75008.0,293.0,0.0,0.43895144639094064,93958.0,469790.0,206215.0,320.67576791808875,703.8054607508533,0.6873100202645052
144,round-3,576,147.3035736840684,4004.139107073085,1012.4311486255868,33.16820820203322,34943.50813930558,3.9035033951942,0.9982638888888888,0,0.4327452084171023,1790106030.3562236,1790106177.6556327,69,73.0,66.3913043478261,70.92682926829268,0.0,0.0,0.0,0.14377056887635165,0.11706492780878014,0.125298427878496,4628736.0,4702208.0,73472.0,287.0,0.0,0.42574933764617007,93983.0,469915.0,200066.0,327.4668989547038,697.0940766550523,0.6807559342334495,73.0,65.72463768115942,71.14634146341463,0.0,0.0,0.0,0.13624823695345556,0.1159522495451851,0.12567339777770134,4660992.0,4734976.0,73984.0,289.0,0.0,0.43985001404767565,92542.0,462710.0,203523.0,320.2145328719723,704.2318339100347,0.6877264003027682
144,warmup,288,69.73438339692075,4229.075896769489,1536.5363035234623,30.632868051885314,32873.960320602135,4.129956930438954,1.0,0,0.4350535435613195,1790105485.3298306,1790105555.0616162,32,72.0,65.375,71.0,0.0,0.0,0.0,0.13732957216737185,0.11487864362952516,0.12435354960037612,2306304.0,2342912.0,36608.0,143.0,0.0,0.43416376268911927,46201.0,231005.0,100294.0,323.0839160839161,701.3566433566433,0.684918597027972,73.0,65.9375,71.42105263157895,0.0,0.0,0.0,0.14057357780912083,0.11654472261401033,0.1258926583030213,2338560.0,2375680.0,37120.0,145.0,0.0,0.4359335531104166,46714.0,233570.0,101821.0,322.1655172413793,702.2137931034483,0.6857556573275863
192,round-1,768,173.38945975108072,4535.6390240156925,1512.9203622943048,38.495852427226644,40894.177395347164,4.383196078302926,0.9895833333333334,0,0.4293822864798928,1790106384.1661875,1790106557.549417,80,96.0,88.2875,95.10416666666667,2.0,0.4625,0.75,0.18843441466854727,0.15459978843441466,0.1666314057357781,6209280.0,6307840.0,98560.0,385.0,0.0,0.43198929684433157,124823.0,624115.0,269611.0,324.21558441558443,700.2883116883116,0.6838753043831168,96.0,88.2875,94.1875,1.0,0.1625,0.08333333333333333,0.18312176774800193,0.15444170192759757,0.16521705061902525,6177024.0,6275072.0,98048.0,383.0,0.0,0.4267833753953295,125212.0,626060.0,267192.0,326.9242819843342,697.6292428198434,0.6812785574412533
192,round-2,768,167.01047327800188,4708.878338970532,1215.4258481365712,37.682996084837534,39765.13084292537,4.544625166929416,0.98828125,0,0.43348012301350897,1790106630.7647254,1790106797.769199,77,96.0,90.02597402597402,94.97826086956522,2.0,0.1038961038961039,0.17391304347826086,0.17978373295721672,0.15746890627003463,0.1663968438911715,6177024.0,6275072.0,98048.0,383.0,0.0,0.4289410199485457,124771.0,623855.0,267597.0,325.7728459530026,698.686684073107,0.6823112149151436,96.0,89.31168831168831,94.6086956521739,1.0,0.22077922077922077,0.2608695652173913,0.18509637987776206,0.15574218916955165,0.1649301935774003,6209280.0,6307840.0,98560.0,385.0,0.0,0.43806011790679056,123657.0,618285.0,270846.0,321.18701298701296,703.4961038961039,0.687007913961039
192,round-3,768,167.46913913206663,4695.981624290895,1219.1052826256055,37.54736641644021,39630.061126643945,4.544120809027825,0.9908854166666666,0,0.4319851568053397,1790106872.0940764,1790107039.557305,77,96.0,89.55844155844156,94.70212765957447,1.0,0.012987012987012988,0.02127659574468085,0.18627174424071458,0.15701952020710835,0.16610249177244946,6177024.0,6275072.0,98048.0,383.0,0.0,0.4282585200662872,124911.0,624555.0,267471.0,326.1383812010444,698.3577023498694,0.6819899437010444,96.0,89.32467532467533,94.7872340425532,1.0,0.2597402597402597,0.2765957446808511,0.1875411377527033,0.15664584592652295,0.16606548029889265,6209280.0,6307840.0,98560.0,385.0,0.0,0.435736389130645,124092.0,620460.0,270357.0,322.3168831168831,702.225974025974,0.6857675527597402
192,warmup,384,84.39147824398242,4659.427802214597,2177.4201145017287,36.4083499226925,39423.16208541615,4.538372925435869,0.9973958333333334,0,0.4302013422818792,1790106227.0293834,1790106311.4166257,39,96.0,86.05128205128206,95.30434782608695,0.0,0.0,0.0,0.20521861777150918,0.15287090280038093,0.16646838780891643,3096576.0,3145728.0,49152.0,192.0,0.0,0.42825979335345504,62619.0,313095.0,134086.0,326.140625,698.3645833333334,0.6819966634114584,96.0,85.84615384615384,95.0,0.0,0.0,0.0,0.20451339915373767,0.15161356430749942,0.16466343696980848,3096576.0,3145728.0,49152.0,192.0,0.0,0.43215461979660363,62243.0,311215.0,134493.0,324.1822916666667,700.484375,0.6840667724609375
